ID: 4 | Subject: Geografia | has_image: False | type: multiple_choice | Q: Os hemisférios da Terra são divididos por linhas imaginárias. Quais são os hemisférios principais?
ID: 478 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 414 frutas pela manhã e 104 à tarde. Quantas frutas vendeu ao todo?
ID: 390 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 2 milhares, 4 centenas, 4 dezenas e 8 unidades?
ID: 385 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 2 milhares, 6 centenas, 9 dezenas e 5 unidades?
ID: 410 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 4 milhares, 3 centenas, 4 dezenas e 7 unidades?
ID: 461 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 219 frutas pela manhã e 207 à tarde. Quantas frutas vendeu ao todo?
ID: 383 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 4 milhares, 9 centenas, 3 dezenas e 1 unidades?
ID: 413 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 3 milhares, 8 centenas, 3 dezenas e 7 unidades?
ID: 419 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 5 milhares, 8 centenas, 3 dezenas e 7 unidades?
ID: 423 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 381 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 1 milhares, 7 centenas, 9 dezenas e 0 unidades?
ID: 412 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 1 milhares, 2 centenas, 5 dezenas e 9 unidades?
ID: 442 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 440 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 447 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 411 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 4 milhares, 3 centenas, 3 dezenas e 0 unidades?
ID: 392 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 5 milhares, 9 centenas, 9 dezenas e 1 unidades?
ID: 453 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 361 frutas pela manhã e 221 à tarde. Quantas frutas vendeu ao todo?
ID: 429 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 425 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 409 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 3 milhares, 4 centenas, 0 dezenas e 5 unidades?
ID: 474 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 416 frutas pela manhã e 120 à tarde. Quantas frutas vendeu ao todo?
ID: 403 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 1 milhares, 7 centenas, 0 dezenas e 4 unidades?
ID: 404 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 3 milhares, 9 centenas, 8 dezenas e 6 unidades?
ID: 465 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 116 frutas pela manhã e 177 à tarde. Quantas frutas vendeu ao todo?
ID: 449 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Observe o ábaco e identifique o número representado.
ID: 380 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 5 milhares, 8 centenas, 3 dezenas e 2 unidades?
ID: 398 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Qual número tem 2 milhares, 2 centenas, 5 dezenas e 9 unidades?
ID: 456 | Subject: Matemática | has_image: False | type: multiple_choice | Q: Uma barraca vendeu 189 frutas pela manhã e 244 à tarde. Quantas frutas vendeu ao todo?
